,tweet_text,pos_rev,neg_rev,neutral_or_unknown,google_product
522,RT @mention &quot;it's not about affirmative action; having women on product team [at Google] literally made the product better&quot; #SXSW #nptech,1,0,0,1
523,RT @mention &quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,1,0,0,1
524,RT @mention &quot;So if you Google &quot;refrigerator magnet game...&quot; // *everyone at the #SXSW keynote stops listening and does it*,1,0,0,1
525,RT @mention &quot;the future of local is contextual discovery.&quot; Google's Marissa Mayer argues 'where' is exceptionally valuable for any type of search. #SXSW,1,0,0,1
526,RT @mention &quot;The Google name was built on getting things out there and trying them out.&quot; -Marissa Mayer #sxsw frm @mention,1,0,0,1
527,RT @mention &quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,0,1,0,1
528,"RT @mention &quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",1,0,0,1
529,RT @mention #futuremf Trajan: Google has destroyed the &lt;title&gt; tag - websites SEO them. Open Graph Protocol added a clean title tag instead #sxsw,0,1,0,1
530,"RT @mention #qagb #sxsw Timely! RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",1,0,0,1
531,RT @mention #SXSW @mention talk - demo'ing Google Places w/ Hotpot! Integrated rating/recommendation system for Android/iPhone - cool stuff!!!,1,0,0,1
532,RT @mention #sxsw #geogames #android if you develop geo-games tweet us. We'd love to talk...free beer or coffee for a couple minutes of your time.,1,0,0,1
533,RT @mention #SXSW 2011: The Google and Bing smackdown in all its bloody banality (Guardian) {link} via @mention,0,1,0,1
534,"RT @mention #SXSW Go 1.1 for Android is LIVE in the Android Marketplace! New features, including SD card storage and more.  {link} via @mention",1,0,0,1
535,RT @mention #SXSW hire qualified and talented women consciously early on in #startups to achieve success - Google did!,1,0,0,1
536,"RT @mention #SXSW Plans: Google party, blackberry party and then IE 8 party. Good times. where is this party lol",1,0,0,1
537,RT @mention #sxsw WAZE {link} is duking it out with google re: personalized mapping experience. Friendly &quot;panel crashing&quot;,0,1,0,1
538,"RT @mention 40 minutes til the @mention #SXSW Party. Free Beer, Free Maudies Tacos, Free iPad 2, Android Tablet &amp; Kindle giveaway bit.ly/ajs2011",1,0,0,1
539,"Diabetes on a plate. Thanks Google, already have that covered. {link} #sxsw",0,1,0,1
540,RT @mention Absolutely!  RT @mention Timely good schtuff from Google (People Finder 4 japan quake) {link} #iQlab #sxsw,1,0,0,1
541,RT @mention Agencies push Google in directions they never would have gone otherwise says Creative Lab Strategy Director @mention #SXSW,1,0,0,1
542,RT @mention Almost every &quot;how do you _______?&quot; is answered w Google Docs in this session.  #sxsw #looseorganizations,1,0,0,1
543,"RT @mention And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}",0,1,0,1
544,RT @mention And we're live! Come get your Android and check us out! {link} #SXSW #android,1,0,0,1
545,RT @mention Android developers and friends: let's hang out 12:30p Saturday at #sxsw: {link} RT for your fellow Andro-nerds.,1,0,0,1
546,"RT @mention Another great panel at 5 pm at the Hilton - Austin's own @mention Left Brain Search = Google, Right Brain Search = X #sxsw",1,0,0,1
547,"RT @mention Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw #PNID",0,1,0,1
548,"RT @mention Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",1,0,0,1
549,"RT @mention as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",1,0,0,1
550,"RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",1,0,0,1
551,"RT @mention Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",1,0,0,1
552,RT @mention Badgeless event! Free Drinks! ÛÏ@mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxswÛ,1,0,0,1
553,RT @mention Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw,1,0,0,1
554,RT @mention Blogger is about due for an update... Google takes action and will showcase the new design at #SXSW {link},1,0,0,1
555,RT @mention Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,0,1,0,1
556,RT @mention Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via @mention {link} #google #circles #sxsw,1,0,0,1
557,RT @mention Check out Lightbox.com at the Team Android Choice Awards finalists announced at #sxsw @mention and team rock!,1,0,0,1
558,"RT @mention Check out this new #android app #bizzy, we're using it to check out #sxsw {link}",1,0,0,1
559,RT @mention Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,1,0,0,1
560,"RT @mention Come party down with @mention &amp; Google tonight at #sxsw: {link} Bands, food, art, interactive maps!",1,0,0,1
561,RT @mention Could a game improve ecodriving habits? RT @mention ÛÏ35 million miles a day are driven while being Google Maps Navigation assisted.&quot;#sxsw,1,0,0,1
562,"RT @mention DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW",0,1,0,1
563,"RT @mention Diller on Google TV: &quot;The first product wasn't good. It wasn't a consumer product, basically.&quot; #sxsw #diller",0,1,0,1
564,RT @mention Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,1,0,0,1
565,RT @mention Facebook Killers - Google Circles to be Announced at SXSW Interactive Festival {link} #google #sxsw,1,0,0,1
566,"RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw",0,1,0,1
567,RT @mention Forgot my iPhone for #sxsw. Android only. Knife to a gun fight,1,0,0,1
568,RT @mention Fun with interactive maps at the @mention and Google party: {link} #sxsw,1,0,0,1
569,RT @mention Geeking out on YouTube APIs #SXSW @mention Google Teaching Theatre {link},1,0,0,1
570,"RT @mention Get it while it's hot! The latest version of Whrrl is available today for Android, iPhone - and Blackberry! WHRRL FOR BLACKBERRY! :-) #SXSW",1,0,0,1
571,RT @mention Going to be awesome! RT @mention Gallery of original Daniel Johnston art going up at tomorrow's #GSDM + #Google industry party.  #sxsw,1,0,0,1
572,"RT @mention Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW",1,0,0,1
573,"RT @mention Google Art Project - like street view, except in art museums around the world. Incl. 7 BILLION pixel image of Starry Night. Dang! #sxsw",1,0,0,1
574,RT @mention Google building real time @mention engine to monitor illegal deforestation in real time #tech4good #sxsw,1,0,0,1
575,RT @mention Google Circles will be toast if it can't convince facebook users to start an account (or interface with FB)   #sxsw,0,1,0,1
576,"RT @mention Google denies it will launch major new social network, Circles, at #sxsw. But some, including Tim O'Reily, say it exists and is, awesome!",1,0,0,1
577,"RT @mention Google doodles aim to bring people together socially, promote communal experience. #sxsw #GoogleDoodles",1,0,0,1
578,"RT @mention Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw",1,0,0,1
579,"RT @mention Google hotpot- rate restaurants and get personalized recos on where to eat. Um, think foursquare, yelp, etc have this covered already. #SXSW",0,1,0,1
580,"RT @mention google hotpot= yelp killer?  Very impressive integration, personalized recommendations, and really fast @mention #SXSW",1,0,0,1
581,"RT @mention Google is focusing on bridging the digital/physical divide. Eg. maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention",1,0,0,1
582,RT @mention Google is planning to launch a major new Social Network called Circles. Previews so far have been super positive #SXSW {link},1,0,0,1
583,RT @mention google is saving users 2 years of time with gps navigation using alternate routes w traffic #sxsw,1,0,0,1
584,RT @mention Google is showing skiers' geolocation overlaid on 3d mountain model. Would love this for finding empty runs. #sxsw,1,0,0,1
585,RT @mention Google is smart positioning brand. They're not just a search engine. They're organizing world's info. Higher purpose. #savebrands #sxsw,1,0,0,1
586,RT @mention Google Latina and see what you find? Porn...this is the first impression that people get about us? #latism #sxsw #sxswLatAm #LatinasInTechÛ,0,1,0,1
587,RT @mention Google maps for mobile 5.2 looks awesome.#sxsw,1,0,0,1
588,RT @mention google presentation by Mayer is a sales pitch #fail #sxsw,0,1,0,1
589,RT @mention Google previews updated Blogger interface at #SXSW {link},1,0,0,1
590,RT @mention Google route around traffic saving drivers 2 years of time per day by finding best route. #sxsw,1,0,0,1
591,RT @mention Google set to launch new social network #Circles today at #sxsw,1,0,0,1
592,RT @mention Google tested 41 shades of blue for link colors AND it made a difference. At scale the nuances really matter. #SXSW,1,0,0,1
593,RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw / cc @mention @mention,1,0,0,1
594,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today  at #SXSW {link}",1,0,0,1
595,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today ({link} #sxswi #SXSW &gt; sounds fabulous!",1,0,0,1
596,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ &gt;&gt; Should be good",1,0,0,1
597,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #sxsw rww.to/f6BCEt | O'goody more overload",0,1,0,1
598,RT @mention Google to launch new social network at SXSW? - CNET News {link} #sxsw,0,0,1,1
599,RT @mention Google TV demo at the league for extraordinary hackers. Cool stuff! I like Web apps on TV. #google #sxsw #lxh,1,0,0,1
600,RT @mention Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW,0,1,0,1
601,RT @mention Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw,0,1,0,1
602,RT @mention Google's art project would be a great virtual field trip for kids! Museums around the world! #edtech #sxsw,1,0,0,1
603,"RT @mention Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi",1,0,0,1
604,RT @mention Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,1,0,0,1
605,RT @mention Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic -collectively saving drivers 2 yrs/day #SXSW,1,0,0,1
606,RT @mention Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ÛÓ Marissa Mayer at #sxsw,1,0,0,1
607,RT @mention Great panel w/guys fr @mention @mention @mention &amp; google hotpot! Social recs def not the end for recs. #discotalk #sxsw #sloanxsw,1,0,0,1
608,RT @mention Having fun creating a dynamic Google doc with @mention from opposite sides of the #killcommunity room #sxsw,1,0,0,1
609,RT @mention Heard at #sxsw #Android is now the leading market share of smart phones in US. #getjarsxsw,1,0,0,1
610,"RT @mention Hm? Do we need another 1? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0,1,0,1
611,RT @mention Holla! RT @mention At google party. Best ever! Get your butt over here. #sxsw,1,0,0,1
612,RT @mention Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,1,0,0,1
613,RT @mention How could Murphy USA better serve you inside Google Maps on your phone? -Google is announcing great features in v5 #SXSW,1,0,0,1
614,RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link},1,0,0,1
615,"RT @mention HUZZAH!  RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW. #umassjour",1,0,0,1
616,RT @mention I can't wait to see what @mention 's been up to! @mention big news {link}  #google #circles #sxsw,1,0,0,1
617,"RT @mention I cant wait to give the SAMSUNG people a demo of my horrible, terrible Google Nexus S phone at #sxsw",0,1,0,1
618,"RT @mention I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw",1,0,0,1
619,RT @mention I think #Google lost their way by caring too much about their business (instead of their users) Tim O'Reilly #sxsw #pnid,0,1,0,1
620,RT @mention I'm live-tweeting #SXSW now at @mention RT @mention Users drive 12B+ miles a year with Google Maps Navigation ^JR,1,0,0,1
621,RT @mention Imagine if every company had the 20% concept like Google. #bavcID #SXSW,1,0,0,1
622,"RT @mention In a room full of geeks talking TV, @mention just asked, &quot;Who uses Google TV?&quot; No one raised hand. #socialviewing #sxsw",0,1,0,1
623,"RT @mention Innovation in banking is coming from mobile. The innovators are Apple, Google and Verizon #sxsw #bankinnovation",1,0,0,1
624,RT @mention Interesting Google Mobile Stats at #SXSW - 40% of all Google Maps users (150 million) come from #mobile {link},1,0,0,1
625,RT @mention Ironic? I googled the directions to @mention party and ended up walked 6 blocks in the wrong direction. Time for bed I think. #SXSW,0,1,0,1
626,RT @mention Is it bad that I just want to go home and read my Google Reader feed? #geek #sxsw,1,0,0,1
627,RT @mention Just finished taking photos in the #Google photobooth! You know I heart you! #SXSW (@mention Maggie Mae's w/ 101 others) {link},1,0,0,1
628,"RT @mention Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",1,0,0,1
629,"RT @mention Looks very interesting RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1,0,0,1
630,"RT @mention Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",1,0,0,1
631,RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,1,0,0,1
632,RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW,1,0,0,1
633,RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,1,0,0,1
634,RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,1,0,0,1
635,RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw #cm48,1,0,0,1
636,RT @mention millions of dollars have been saved at one company through the adoption of google docs. incenticize your IT teams #evolvingworkplace #sxsw,1,0,0,1
637,RT @mention new Google tool for measuring everything and displaying it in one place almost makes me cry I'm so happy. Thank you. #bavcid #sxsw,1,0,0,1
638,"RT @mention Nieuwe regel?  &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",1,0,0,1
639,RT @mention No way!'Matt fricking Damon at Google party at Maggie mae's. #Sxsw @mention {link},1,0,0,1
640,RT @mention Now there are 150 million mobile google maps users @mention #sxsw #science,1,0,0,1
641,New version of Google Maps for Mobile is pretty amazing - vector based &amp; FAST! #sxsw,1,0,0,1
642,RT @mention On average Google Maps sees 40% of its users come from mobile devices. We are becoming more connected (@mention #SXSW #donline ^DK,1,0,0,1
643,RT @mention Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mobileroadie Get it now: {link},1,0,0,1
644,RT @mention Over 40% use of google maps is mobile -marissa mayer #sxsw &lt;--- I use it all the time #SUxSW,1,0,0,1
645,RT @mention P.S. @mention and Google throw a b!tchin' party. Shout out to The Spazmatics #sxsw,1,0,0,1
646,RT @mention Partying with #Android and @mention #sxsw @mention Lustre Pearl {link},1,0,0,1
647,"RT @mention Per this rumor, Google may preview its big social strategy at '80s-themed costume party at #SXSW. Yep. {link} #cnet",1,0,0,1
648,"RT @mention Preparing for #sxsw talk about #google doodles with @mention It will be fun! Friday, 5pm: {link}",1,0,0,1
649,RT @mention Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.,1,0,0,1
650,RT @mention Retrollect is now also in Android Market! #SxSW https://market.android.com/details?id=com.borderstylo.retrollect,1,0,0,1
651,RT @mention Robot wars. Steampunk time machines. Mystery boxes of electronics. Awesome Austin tacos. Super Happy Dev House + Google win #sxsw.,1,0,0,1
652,"RT @mention RT @mention  @mention to Launch Major New Social Network Called #Circles, Possibly Today! {link} #sxsw #SMM &gt;&gt;Really Google? Now?",0,1,0,1
653,"RT @mention RT @mention :) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",1,0,0,1
654,"RT @mention RT @mention &quot;IAVA wants to be the Google of nonprofits.&quot; / yes, we do b/c our #vets deserve nothing less! #sxsw #letshookup",0,0,1,1
655,"RT @mention RT @mention #SXSW Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link}",1,0,0,1
656,"RT @mention RT @mention Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW",1,0,0,1
657,"RT @mention RT @mention Google to launch a social network, Circles, at #SxSW - {link} - Who's excited?",1,0,0,1
658,"RT @mention RT @mention Google to Launch Major New Social Network Called Circles, {link} #sxsw #nptech",1,0,0,1
659,"RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (via @mention #pcbuzz",1,0,0,1
660,"RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw/ intrestin!",1,0,0,1
661,RT @mention RT @mention Hanging out with @mention at the @mention #google Industry Party...good crowd! #sxsw,1,0,0,1
662,RT @mention RT @mention new Google tool for measuring everything and displaying it in one place almost makes me cry I'm so happy. Thank you. #bavcid #sxsw,1,0,0,1
663,"RT @mention RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (Cool)",1,0,0,1
664,RT @mention Rumor of Google launching their new social network called #Circles today at #sxswi #sxsw {link},1,0,0,1
665,RT @mention Strong rumours abt Google unveiling a new social network called 'Circles' at  #sxsw  Does look interesting: {link},1,0,0,1
666,RT @mention THE BIG #SXSW RUMOR: Google to launch ludicon based &quot;Circles&quot; facebook killer. Supposedly @mention already saw it and it's ossum.,1,0,0,1
667,"RT @mention the future is about networks, not just data. that's why google may not win long term #SXSW #web3 #SaatchiNY",0,1,0,1
668,"RT @mention The Google / ACLU party tonight at #sxsw is the best thing ever. (And apparently, the Spazmatics are a franchised band. But they rock.)",1,0,0,1
669,"RT @mention The next fin serv battle is vs Apple, GOOG, Mobile operators. They have consumer loyalty and tons of cash (vs. Banks) #bankinnovate #SXSW",1,0,0,1
670,building on the success of Google Buzz no doubt ;) RT @mention Google to launch Circles social network at #sxsw? {link},1,0,0,1
671,"RT @mention This -&gt; RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",1,0,0,1
672,RT @mention This is why social technology is amazing: Google has set up a Person Finder in both English and Japanese: {link} #SXSW,1,0,0,1
673,"RT @mention Tips from Google's @mention fewer people on teams, and think by making. Prototyping is key. #agileagency #sxsw",0,0,1,1
674,RT @mention Trying the Steve Wozniak drink free thanks to Google #H4ckers #SXSW   @mention Speakeasy {link},1,0,0,1
675,"RT @mention V.Interesting... RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1,0,0,1
676,So @mention vs @mention vs @mention at #SXSW. Things are heating up! &quot;Google offers check-in rewards &amp; titles&quot; {link} - #lbs,1,0,0,1
677,RT @mention We're at Lustre Pearl for #teamandroidsxsw cause we love our Android geeks! #sxsw {link},1,0,0,1
678,RT @mention We're co-hosting a cmty mngr meetup w/ @mention @mention @mention at Etsy Austin space on 6th. 6-8p. Google schwag. Come! #sxsw,1,0,0,1
679,RT @mention We're excited to be at #sxsw and giddy to announce that Music WithMe for Android is now available in Android Market. {link},1,0,0,1
680,"RT @mention When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw",1,0,0,1
681,RT @mention When Google were talking about &quot;topicality and reputation&quot; in search ranking I'm sure I saw Bing writing down notes... #qagb #sxsw,1,0,0,1
682,RT @mention Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw,0,1,0,1
683,RT @mention Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link},1,0,0,1
684,"RT @mention With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw",1,0,0,1
685,RT @mention woah. expect Google Circles today at #sxsw during Google's League of Extraordinary Hackers events today. big!,1,0,0,1
686,RT @mention Wonder when Google's #impactdashboard (being demoed now) will become part of Google Analytics #bavcid #SXSW,1,0,0,1
687,RT @mention Woot!! Just won the #google #lego hackathon competition. #SXSW #startupbus #cle,1,0,0,1
688,RT @mention Yeah! Love the Google! Cheese w/ @mention @mention Maggie Mae's [pic] {link} #SXSW,1,0,0,1
689,RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,1,0,0,1
690,@mention Only Google's disavowal of its planned launch at #sxsw.,0,0,1,1
691,#google honors users privacy by letting them see what info of theirs is in the system and allowing them to delete it #marissagoogle #sxsw,1,0,0,1
692,"This is good news...Google's route around traffic function saves users 2 years EVERY DAY.from Marissa Mayer at #sxsw
via @mention",1,0,0,1
693,#marissagoogle #Sxsw google art project is like street view - awesome - like being at the museum with a magnifying glass,1,0,0,1
694,#marissagoogle #Sxsw google maps for mobile using vectors is fast and three dimensional,1,0,0,1
695,So many Google products. isn't it time to  transition them down the chain and into  features? But features of what product? #SXSW,1,0,0,1
696,Damn it Google! Your glow-in-the-dark cup leaked glow-in-the-dark goo in my camera bag! #SXSW,0,1,0,1
697,Leaving Google's Marissa Mayer Keynote. Interesting details on user adoption of location-aware services. #sxsw,1,0,0,1
698,"Google dropped real estate search b/c to do it right, they'd need to invest much more than they're willing to at the moment. #SXSW",0,1,0,1
699,Perfect for me! A session about Google Recipes search ( among other things). #SXSW,1,0,0,1
700,Û÷Viagra for your communicationsÛª @mention launches Android app at #SXSW {link} Happy to see expansion beyond Outlook plugin.,1,0,0,1
701,looking forward to hearing  google's @mention present today at #sxsw,1,0,0,1
702,Looking forward to the day when @mention and @mention release native Android 3.0 tablet-optimized clients! Google Latitude sucks! #sxsw,0,1,0,1
703,Both Microsoft and Google are ripping us off too {link} :( @mention a Joomla! wannabe logo #sxsw {link},0,1,0,1
704,"Come! &quot;@mention Google Party is at GSD&amp;M  #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!&quot;",1,0,0,1
705,Yea!!! Another Google product that isn't available for Google Apps yet: Google Hotpot. #sxsw,0,1,0,1
706,#SXSW a tougher crowd than Colin Quinn RT @mention Hey Marissa Mayer Please tell us something new Not about products Google launched months ago,0,1,0,1
707,And it should go without saying.... google bread is going to be AMAZING!!!! #sxsw #googlebread,1,0,0,1
708,Google should put those engineers formerly behind real estate listings into renewing the Google Checkout project. #SXSW,0,0,0,1
709,Traffic routing feature of Google Maps saves 2 years per day in terms of wasted time in traffic #SXSW,1,0,0,1
710,Anyone know where I'll be able to find a video of Marissa Mayer's #SXSW presentation? #Google,1,0,0,1
711,Dennis Crowley @mention we'd love to work with google. They could benefit from working with us too. We're doing social well #checkins #sxsw,1,0,0,1
712,Google knows everything!! Map of people traffic around the world #sxtxstate #sxsw {link},1,0,0,1
713,Setting up for the Google #gsdm  #sxsw party. It's going to be a-ma-zing. Check out events at sxsurrogates.com and come on out.,1,0,0,1
714,Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,0,1,0,1
715,"Saw a company today ready to launch, sounds a lot like Google Circles, but with actual personal privacy www.mycube.com #sxsw",0,0,1,1
716,Final preparations for launch underway. Join up tomorrow - 03/10 - we've got a special Android promotion starting then! #SXSW,1,0,0,1
717,Google's party at #SXSW is a huge antigov lobbying initiative invoking privacy #puregenius  {link},1,0,0,1
718,"Ain't no party like a Google party, cause a Google party got tacos n ice cream #SXSW",1,0,0,1
719,Google expected to release new uber social sharing at #sxsw : Circles. your thoughts? {link},1,0,0,1
720,Lightbox Photos Wants To Be Your New Android Camera App {link} #SXSW,1,0,0,1
721,It was a plane full of Gogglers! And it was Google marketer who told a friend he liked community reading newspapers brings!  #sxsw,1,0,0,1
722,Planzai app featuring the official British Music schedule now on android market! {link} #sxsw,1,0,0,1
723,iOS app approval disrupts the continuous dev flow.  Android has been the preferred platform to fine tune and experiment #sxsw #groupchatapps,1,0,0,1
724,Android apps to survive SXSW 2011: {link} (by @mention #sxsw,1,0,0,1
725,#sxsw #sxprotect  {link} is the Google Doc to get all the relevant links from this panel,1,0,0,1
726,"google maps 5.0 - guys, this will be huge!!!! google and marissa mayer #sxsw",1,0,0,1
727,"Google Maps 5.2 demo Renders very quickly, 3D buildings and landscapes included in the basic maps. #MarissaGoogle #sxsw",1,0,0,1
728,"Google Maps are so useful, how can it get any better? #sxsw",1,0,0,1
729,Google maps for mobile 5.2 looks awesome.#sxsw,1,0,0,1
730,Google maps has 150 million users. 40 percent of Google Maps users are mobile #sxsw,1,0,0,1
731,"Google Maps mobile is going 3D in the next release, looks awesome.  #sxsw",1,0,0,1
732,Google maps mobile route options saves users 2 yrs of time. Every day. #SXSW,1,0,0,1
733,Google maps navigation + street view and 3d buildings is awesome #MarissaGoogle #sxsw,1,0,0,1
734,Google maps route around traffic is saving users 2 years of time every day @mention #sxsw,1,0,0,1
735,Google Maps Street View car sighting!!! #SXSW   {link},1,0,0,1
736,Google Maps Street View car sighting!!! #SXSW  {link},1,0,0,1
737,Google maps used to provide common reference points and printed for fast paced on the ground reactions #arabspring #SXSW,0,0,0,1
738,Google maps/traffic view has saved people 2-years of time. #sxsw,1,0,0,1
739,Playing &quot;People Are People&quot; at the Google #SXSW party!!! Depeche Mode FTW!!!,1,0,0,1
740,Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.,1,0,0,1
741,Thanks for the free drinks Google!  #sxsw (@mention Speakeasy w/ 47 others) {link},1,0,0,1
742,"Congrats Radical Media, Google, Arcade Fire for #sxsw best in show: Wilderness Downtown!",1,0,0,1
743,Google Circles at #sxsw whoooooo {link},1,0,0,1
744,Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link},0,1,0,1
745,"Google Circles, a new social network? No #SXSW.  {link}",0,0,1,1
746,"Google Circles, if as described another good move as a product but too late?{link} #sxsw (via @mention",1,0,0,1
747,Google Circles?  #sxsw #orly?,1,0,0,1
748,"Google Circles' Looms, But do Google's Nerds 'Get' Social? {link} #socialmedia #sxsw",0,0,1,1
749,"Google Circles' Looms, But do Google's Nerds 'Get' Social? #SxSW | @mention {link}",0,0,1,1
750,#Foursquare + #Gowalla updating to V3.0; just in time for #SXSW.  Gowalla def stepped it up w/ their new #Android UI.,1,0,0,1
751,Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},1,0,0,1
752,"@mention re:new features of google maps,ex:ability to see inside amazing museums and be able to zoom to the brushstroke #SXSW #LoveHer",1,0,0,1
753,&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,0,1,0,1
754,Pick Up Great Unlockable Deals by Checking Into Places on Google Latitude [Apps] {link} #GoogleBlog #SXSW #VIP,1,0,0,1
755,Google (tries again) to launch a new social network called Circles: {link} #sxsw,0,0,1,1
756,#Google Crisis Response has a site up w/ good info on Japanese earthquake/tsunami: {link} #SXSW #SXSWi,1,0,0,1
757,During Marissa Mayer's presentation at #SXSW they did  a demo of Google maps version 5.2 on mobile and it was pretty impressive.,1,0,0,1
758,Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,1,0,0,1
759,Great Intro to #saveustechies #sxsw: VIDEO: the Surui Carbon Project from Google Earth Engine {link},1,0,0,1
760,#sxsw Android users: we're proud of you.,1,0,0,1
761,Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,1,0,0,1
762,Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,1,0,0,1
763,driving around austin on google street view scoping out locations. from my desk. #sxsw,1,0,0,1
